No.,Time,Source,Destination,Protocol,Length,Info,,Time 1,Time 2,Delay,,Delay 1,Delay 2,Jitter
538,9.620151,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.620151,9.620214,6.30E-05,,-0.001124,0.001187,0.002311
539,9.620214,192.168.1.40,103.111.138.76,UDP,106,60695  >  443 Len=64,,9.620214,9.621401,0.001187,,0.001057,0.00013,-0.000927
540,9.621401,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.621401,9.621531,0.00013,,-0.000505,0.000635,0.00114
541,9.621531,192.168.1.40,103.111.138.76,UDP,108,60695  >  443 Len=66,,9.621531,9.622166,0.000635,,0.00057,6.50E-05,-0.000505
542,9.622166,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.622166,9.622231,6.50E-05,,-0.000853,0.000918,0.001771
543,9.622231,192.168.1.40,103.111.138.76,UDP,110,60695  >  443 Len=68,,9.622231,9.623149,0.000918,,0.000785,0.000133,-0.000652
544,9.623149,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.623149,9.623282,0.000133,,-0.000769,0.000902,0.001671
545,9.623282,192.168.1.40,103.111.138.76,UDP,110,60695  >  443 Len=68,,9.623282,9.624184,0.000902,,0.000794,0.000108,-0.000686
546,9.624184,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.624184,9.624292,0.000108,,-0.001241,0.001349,0.00259
547,9.624292,192.168.1.40,103.111.138.76,UDP,110,60695  >  443 Len=68,,9.624292,9.625641,0.001349,,0.001235,0.000114,-0.001121
548,9.625641,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.625641,9.625755,0.000114,,-0.002896,0.00301,0.005906
549,9.625755,192.168.1.40,103.111.138.76,UDP,112,60695  >  443 Len=70,,9.625755,9.628765,0.00301,,0.00301,0,-0.00301
550,9.628765,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.628765,9.628765,0,,0,0,0
551,9.628765,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.628765,9.628765,0,,-0.000117,0.000117,0.000234
552,9.628765,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.628765,9.628882,0.000117,,0.000063,5.40E-05,-0.000009
553,9.628882,192.168.1.40,103.111.138.76,UDP,117,60695  >  443 Len=75,,9.628882,9.628936,5.40E-05,,0.00002,3.40E-05,0.000014
554,9.628936,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.628936,9.62897,3.40E-05,,-0.000415,0.000449,0.000864
555,9.62897,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.62897,9.629419,0.000449,,0.00034,0.000109,-0.000231
556,9.629419,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.629419,9.629528,0.000109,,-0.001693,0.001802,0.003495
557,9.629528,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.629528,9.63133,0.001802,,0.001802,0,-0.001802
558,9.63133,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.63133,9.63133,0,,-0.000116,0.000116,0.000232
559,9.63133,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.63133,9.631446,0.000116,,0.000077,3.90E-05,-0.000038
560,9.631446,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.631446,9.631485,3.90E-05,,-0.002955,0.002994,0.005949
561,9.631485,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.631485,9.634479,0.002994,,0.002994,0,-0.002994
562,9.634479,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.634479,9.634479,0,,0,0,0
563,9.634479,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.634479,9.634479,0,,-0.00011,0.00011,0.00022
564,9.634479,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.634479,9.634589,0.00011,,0.00007,4.00E-05,-0.00003
565,9.634589,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.634589,9.634629,4.00E-05,,0.000008,3.20E-05,0.000024
566,9.634629,192.168.1.40,103.111.138.76,UDP,100,60695  >  443 Len=58,,9.634629,9.634661,3.20E-05,,-0.002216,0.002248,0.004464
567,9.634661,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.634661,9.636909,0.002248,,0.002248,0,-0.002248
568,9.636909,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.636909,9.636909,0,,-0.000126,0.000126,0.000252
569,9.636909,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.636909,9.637035,0.000126,,0.00006,6.60E-05,6E-06
570,9.637035,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.637035,9.637101,6.60E-05,,-0.000211,0.000277,0.000488
571,9.637101,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.637101,9.637378,0.000277,,0.00017,0.000107,-0.000063
572,9.637378,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.637378,9.637485,0.000107,,-0.001378,0.001485,0.002863
573,9.637485,192.168.1.40,103.111.138.76,UDP,104,60695  >  443 Len=62,,9.637485,9.63897,0.001485,,0.00138,0.000105,-0.001275
574,9.63897,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.63897,9.639075,0.000105,,-0.001495,0.0016,0.003095
575,9.639075,192.168.1.40,103.111.138.76,UDP,106,60695  >  443 Len=64,,9.639075,9.640675,0.0016,,0.0016,0,-0.0016
576,9.640675,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.640675,9.640675,0,,-0.000108,0.000108,0.000216
577,9.640675,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.640675,9.640783,0.000108,,0.000061,4.70E-05,-0.000014
578,9.640783,192.168.1.40,103.111.138.76,UDP,106,60695  >  443 Len=64,,9.640783,9.64083,4.70E-05,,-0.002386,0.002433,0.004819
579,9.64083,192.168.1.40,103.111.138.76,UDP,106,60695  >  443 Len=64,,9.64083,9.643263,0.002433,,0.002433,0,-0.002433
580,9.643263,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.643263,9.643263,0,,-0.000114,0.000114,0.000228
581,9.643263,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.643263,9.643377,0.000114,,0.000074,4.00E-05,-0.000034
582,9.643377,192.168.1.40,103.111.138.76,UDP,108,60695  >  443 Len=66,,9.643377,9.643417,4.00E-05,,-0.00014,0.00018,0.00032
583,9.643417,192.168.1.40,103.111.138.76,UDP,108,60695  >  443 Len=66,,9.643417,9.643597,0.00018,,0.000063,0.000117,0.000054
584,9.643597,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.643597,9.643714,0.000117,,-0.001351,0.001468,0.002819
585,9.643714,192.168.1.40,103.111.138.76,UDP,110,60695  >  443 Len=68,,9.643714,9.645182,0.001468,,0.001354,0.000114,-0.00124
586,9.645182,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.645182,9.645296,0.000114,,-0.000416,0.00053,0.000946
587,9.645296,192.168.1.40,103.111.138.76,UDP,110,60695  >  443 Len=68,,9.645296,9.645826,0.00053,,0.000415,0.000115,-0.0003
588,9.645826,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.645826,9.645941,0.000115,,-0.001375,0.00149,0.002865
589,9.645941,192.168.1.40,103.111.138.76,UDP,112,60695  >  443 Len=70,,9.645941,9.647431,0.00149,,0.00149,0,-0.00149
590,9.647431,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.647431,9.647431,0,,-0.000101,0.000101,0.000202
591,9.647431,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.647431,9.647532,0.000101,,0.000052,4.90E-05,-3E-06
592,9.647532,192.168.1.40,103.111.138.76,UDP,117,60695  >  443 Len=75,,9.647532,9.647581,4.90E-05,,-0.001305,0.001354,0.002659
593,9.647581,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.647581,9.648935,0.001354,,0.001258,9.60E-05,-0.001162
594,9.648935,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.648935,9.649031,9.60E-05,,-0.000543,0.000639,0.001182
595,9.649031,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.649031,9.64967,0.000639,,-0.000253,0.000892,0.001145
596,9.64967,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.64967,9.650562,0.000892,,-0.001842,0.002734,0.004576
597,9.650562,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.650562,9.653296,0.002734,,0.002734,0,-0.002734
598,9.653296,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.653296,9.653296,0,,-0.000095,9.50E-05,0.00019
599,9.653296,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.653296,9.653391,9.50E-05,,-0.000192,0.000287,0.000479
600,9.653391,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.653391,9.653678,0.000287,,0.000181,0.000106,-0.000075
601,9.653678,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.653678,9.653784,0.000106,,-0.001237,0.001343,0.00258
602,9.653784,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.653784,9.655127,0.001343,,0.001239,0.000104,-0.001135
603,9.655127,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.655127,9.655231,0.000104,,-0.000632,0.000736,0.001368
604,9.655231,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.655231,9.655967,0.000736,,0.000651,8.50E-05,-0.000566
605,9.655967,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.655967,9.656052,8.50E-05,,-0.001002,0.001087,0.002089
606,9.656052,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.656052,9.657139,0.001087,,0.000973,0.000114,-0.000859
607,9.657139,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.657139,9.657253,0.000114,,-0.000557,0.000671,0.001228
608,9.657253,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.657253,9.657924,0.000671,,0.000583,8.80E-05,-0.000495
609,9.657924,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.657924,9.658012,8.80E-05,,-0.000801,0.000889,0.00169
610,9.658012,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.658012,9.658901,0.000889,,0.000797,9.20E-05,-0.000705
611,9.658901,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.658901,9.658993,9.20E-05,,-0.000778,0.00087,0.001648
612,9.658993,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.658993,9.659863,0.00087,,0.000781,8.90E-05,-0.000692
613,9.659863,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.659863,9.659952,8.90E-05,,-0.000872,0.000961,0.001833
614,9.659952,192.168.1.40,103.111.138.76,UDP,100,60695  >  443 Len=58,,9.659952,9.660913,0.000961,,0.000869,9.20E-05,-0.000777
615,9.660913,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.660913,9.661005,9.20E-05,,-0.002254,0.002346,0.0046
616,9.661005,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.661005,9.663351,0.002346,,0.002346,0,-0.002346
617,9.663351,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.663351,9.663351,0,,-0.000097,9.70E-05,0.000194
618,9.663351,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.663351,9.663448,9.70E-05,,0.000065,3.20E-05,-0.000033
619,9.663448,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.663448,9.66348,3.20E-05,,-0.000434,0.000466,0.0009
620,9.66348,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.66348,9.663946,0.000466,,0.00038,8.60E-05,-0.000294
621,9.663946,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.663946,9.664032,8.60E-05,,-0.001498,0.001584,0.003082
622,9.664032,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.664032,9.665616,0.001584,,0.001125,0.000459,-0.000666
623,9.665616,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.665616,9.666075,0.000459,,-0.003004,0.003463,0.006467
624,9.666075,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.666075,9.669538,0.003463,,0.00335,0.000113,-0.003237
625,9.669538,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.669538,9.669651,0.000113,,-0.000099,0.000212,0.000311
626,9.669651,192.168.1.40,103.111.138.76,UDP,84,60695  >  443 Len=42,,9.669651,9.669863,0.000212,,-0.000322,0.000534,0.000856
627,9.669863,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.669863,9.670397,0.000534,,-0.000165,0.000699,0.000864
628,9.670397,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.670397,9.671096,0.000699,,0.000039,0.00066,0.000621
629,9.671096,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.671096,9.671756,0.00066,,0.000126,0.000534,0.000408
630,9.671756,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.671756,9.67229,0.000534,,-0.000257,0.000791,0.001048
631,9.67229,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.67229,9.673081,0.000791,,0.000698,9.30E-05,-0.000605
632,9.673081,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.673081,9.673174,9.30E-05,,-0.002088,0.002181,0.004269
633,9.673174,192.168.1.40,103.111.138.76,UDP,86,60695  >  443 Len=44,,9.673174,9.675355,0.002181,,0.002092,8.90E-05,-0.002003
634,9.675355,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.675355,9.675444,8.90E-05,,-0.000349,0.000438,0.000787
635,9.675444,192.168.1.40,103.111.138.76,UDP,86,60695  >  443 Len=44,,9.675444,9.675882,0.000438,,0.000438,0,-0.000438
636,9.675882,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.675882,9.675882,0,,-0.000092,9.20E-05,0.000184
637,9.675882,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.675882,9.675974,9.20E-05,,0.00006,3.20E-05,-0.000028
638,9.675974,192.168.1.40,103.111.138.76,UDP,88,60695  >  443 Len=46,,9.675974,9.676006,3.20E-05,,-0.001103,0.001135,0.002238
639,9.676006,192.168.1.40,103.111.138.76,UDP,88,60695  >  443 Len=46,,9.676006,9.677141,0.001135,,0.001077,5.80E-05,-0.001019
640,9.677141,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.677141,9.677199,5.80E-05,,-0.000941,0.000999,0.00194
641,9.677199,192.168.1.40,103.111.138.76,UDP,93,60695  >  443 Len=51,,9.677199,9.678198,0.000999,,0.000905,9.40E-05,-0.000811
642,9.678198,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.678198,9.678292,9.40E-05,,-0.000885,0.000979,0.001864
643,9.678292,192.168.1.40,103.111.138.76,UDP,90,60695  >  443 Len=48,,9.678292,9.679271,0.000979,,0.000874,0.000105,-0.000769
644,9.679271,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.679271,9.679376,0.000105,,-0.000713,0.000818,0.001531
645,9.679376,192.168.1.40,103.111.138.76,UDP,90,60695  >  443 Len=48,,9.679376,9.680194,0.000818,,0.00068,0.000138,-0.000542
646,9.680194,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.680194,9.680332,0.000138,,-0.000856,0.000994,0.00185
647,9.680332,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.680332,9.681326,0.000994,,0.000905,8.90E-05,-0.000816
648,9.681326,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.681326,9.681415,8.90E-05,,-0.000763,0.000852,0.001615
649,9.681415,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.681415,9.682267,0.000852,,0.000763,8.90E-05,-0.000674
650,9.682267,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.682267,9.682356,8.90E-05,,-0.003564,0.003653,0.007217
651,9.682356,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.682356,9.686009,0.003653,,0.003653,0,-0.003653
652,9.686009,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.686009,9.686009,0,,0,0,0
653,9.686009,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.686009,9.686009,0,,-0.000095,9.50E-05,0.00019
654,9.686009,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.686009,9.686104,9.50E-05,,0.000062,3.30E-05,-0.000029
655,9.686104,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.686104,9.686137,3.30E-05,,0.000003,3.00E-05,0.000027
656,9.686137,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.686137,9.686167,3.00E-05,,-0.00018,0.00021,0.00039
657,9.686167,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.686167,9.686377,0.00021,,0.000147,6.30E-05,-0.000084
658,9.686377,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.686377,9.68644,6.30E-05,,-0.000789,0.000852,0.001641
659,9.68644,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.68644,9.687292,0.000852,,0.000754,9.80E-05,-0.000656
660,9.687292,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.687292,9.68739,9.80E-05,,-0.00097,0.001068,0.002038
661,9.68739,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.68739,9.688458,0.001068,,0.000979,8.90E-05,-0.00089
662,9.688458,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.688458,9.688547,8.90E-05,,-0.000676,0.000765,0.001441
663,9.688547,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.688547,9.689312,0.000765,,0.000676,8.90E-05,-0.000587
664,9.689312,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.689312,9.689401,8.90E-05,,-0.000978,0.001067,0.002045
665,9.689401,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.689401,9.690468,0.001067,,0.000978,8.90E-05,-0.000889
666,9.690468,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.690468,9.690557,8.90E-05,,-0.000671,0.00076,0.001431
667,9.690557,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.690557,9.691317,0.00076,,0.000657,0.000103,-0.000554
668,9.691317,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.691317,9.69142,0.000103,,-0.000938,0.001041,0.001979
669,9.69142,192.168.1.40,103.111.138.76,UDP,98,60695  >  443 Len=56,,9.69142,9.692461,0.001041,,-1.1E-05,0.001052,0.001063
670,9.692461,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.692461,9.693513,0.001052,,0.000036,0.001016,0.00098
671,9.693513,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.693513,9.694529,0.001016,,0.000922,9.40E-05,-0.000828
672,9.694529,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.694529,9.694623,9.40E-05,,-0.002928,0.003022,0.00595
673,9.694623,192.168.1.40,103.111.138.76,UDP,100,60695  >  443 Len=58,,9.694623,9.697645,0.003022,,0.002931,9.10E-05,-0.00284
674,9.697645,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.697645,9.697736,9.10E-05,,-0.000725,0.000816,0.001541
675,9.697736,192.168.1.40,103.111.138.76,UDP,100,60695  >  443 Len=58,,9.697736,9.698552,0.000816,,0.000816,0,-0.000816
676,9.698552,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.698552,9.698552,0,,0,0,0
677,9.698552,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.698552,9.698552,0,,-0.000095,9.50E-05,0.00019
678,9.698552,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.698552,9.698647,9.50E-05,,0.00006,3.50E-05,-0.000025
679,9.698647,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.698647,9.698682,3.50E-05,,-0.000006,4.10E-05,0.000047
680,9.698682,192.168.1.40,103.111.138.76,UDP,102,60695  >  443 Len=60,,9.698682,9.698723,4.10E-05,,-0.001267,0.001308,0.002575
681,9.698723,192.168.1.40,103.111.138.76,UDP,88,60695  >  443 Len=46,,9.698723,9.700031,0.001308,,0.001211,9.70E-05,-0.001114
682,9.700031,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.700031,9.700128,9.70E-05,,-0.000588,0.000685,0.001273
683,9.700128,192.168.1.40,103.111.138.76,UDP,93,60695  >  443 Len=51,,9.700128,9.700813,0.000685,,0.000595,9.00E-05,-0.000505
684,9.700813,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.700813,9.700903,9.00E-05,,-0.000658,0.000748,0.001406
685,9.700903,192.168.1.40,103.111.138.76,UDP,88,60695  >  443 Len=46,,9.700903,9.701651,0.000748,,0.000657,9.10E-05,-0.000566
686,9.701651,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.701651,9.701742,9.10E-05,,-0.000782,0.000873,0.001655
687,9.701742,192.168.1.40,103.111.138.76,UDP,90,60695  >  443 Len=48,,9.701742,9.702615,0.000873,,0.000781,9.20E-05,-0.000689
688,9.702615,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.702615,9.702707,9.20E-05,,-0.000834,0.000926,0.00176
689,9.702707,192.168.1.40,103.111.138.76,UDP,92,60695  >  443 Len=50,,9.702707,9.703633,0.000926,,0.000825,0.000101,-0.000724
690,9.703633,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.703633,9.703734,0.000101,,-0.0011,0.001201,0.002301
691,9.703734,192.168.1.40,103.111.138.76,UDP,94,60695  >  443 Len=52,,9.703734,9.704935,0.001201,,0.001113,8.80E-05,-0.001025
692,9.704935,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.704935,9.705023,8.80E-05,,-0.001092,0.00118,0.002272
693,9.705023,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.705023,9.706203,0.00118,,0.00109,9.00E-05,-0.001
694,9.706203,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.706203,9.706293,9.00E-05,,-0.000248,0.000338,0.000586
695,9.706293,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.706293,9.706631,0.000338,,0.000253,8.50E-05,-0.000168
696,9.706631,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.706631,9.706716,8.50E-05,,-0.00113,0.001215,0.002345
697,9.706716,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.706716,9.707931,0.001215,,0.001127,8.80E-05,-0.001039
698,9.707931,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.707931,9.708019,8.80E-05,,-0.000655,0.000743,0.001398
699,9.708019,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.708019,9.708762,0.000743,,-0.000252,0.000995,0.001247
700,9.708762,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.708762,9.709757,0.000995,,8E-06,0.000987,0.000979
701,9.709757,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.709757,9.710744,0.000987,,-0.000553,0.00154,0.002093
702,9.710744,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.710744,9.712284,0.00154,,0.001453,8.70E-05,-0.001366
703,9.712284,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.712284,9.712371,8.70E-05,,-0.000333,0.00042,0.000753
704,9.712371,192.168.1.40,103.111.138.76,UDP,96,60695  >  443 Len=54,,9.712371,9.712791,0.00042,,-0.000711,0.001131,0.001842
705,9.712791,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.712791,9.713922,0.001131,,0.000171,0.00096,0.000789
706,9.713922,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.713922,9.714882,0.00096,,-0.000153,0.001113,0.001266
707,9.714882,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.714882,9.715995,0.001113,,0.001014,9.90E-05,-0.000915
708,9.715995,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.715995,9.716094,9.90E-05,,-0.000521,0.00062,0.001141
709,9.716094,192.168.1.40,103.111.138.76,UDP,82,60695  >  443 Len=40,,9.716094,9.716714,0.00062,,-0.002017,0.002637,0.004654
710,9.716714,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.716714,9.719351,0.002637,,0.002637,0,-0.002637
711,9.719351,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.719351,9.719351,0,,-0.000095,9.50E-05,0.00019
712,9.719351,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.719351,9.719446,9.50E-05,,-0.000343,0.000438,0.000781
713,9.719446,192.168.1.40,103.111.138.76,UDP,82,60695  >  443 Len=40,,9.719446,9.719884,0.000438,,-0.000946,0.001384,0.00233
714,9.719884,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.719884,9.721268,0.001384,,0.000152,0.001232,0.00108
715,9.721268,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.721268,9.7225,0.001232,,0.001143,8.90E-05,-0.001054
716,9.7225,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.7225,9.722589,8.90E-05,,-0.000513,0.000602,0.001115
717,9.722589,192.168.1.40,103.111.138.76,UDP,82,60695  >  443 Len=40,,9.722589,9.723191,0.000602,,-0.001638,0.00224,0.003878
718,9.723191,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.723191,9.725431,0.00224,,0.00224,0,-0.00224
719,9.725431,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.725431,9.725431,0,,-0.001215,0.001215,0.00243
720,9.725431,103.111.138.76,192.168.1.40,UDP,1292,443  >  60695 Len=1250,,9.725431,9.726646,0.001215,,0.001215,0,-0.001215
721,9.726646,103.111.138.76,192.168.1.40,UDP,88,443  >  60695 Len=46,,9.726646,9.726646,0,,-0.000101,0.000101,0.000202
